lambda_1,lambda_2,lambda_3,x_opt_1,x_opt_2,x_opt_3
0.2346380706426125,0.2446181975498626,0.5207437318075248,-1.507509110866226,-1.5075090454115267,-1.5075090405120133
0.1228101395803069,0.00808909154806817,0.8691007688716249,-1.3437932812963838,-1.3437932893563826,-1.343793278491783
0.6124635615485159,0.20203579728664411,0.18550064116484,-1.4844701931776985,-1.4844702461101322,-1.4844702617635697
0.27731660684677156,0.3008840083569463,0.42179938479628215,-1.5786681407080014,-1.578668094688305,-1.5786680951779521
0.7984113888687588,0.11236825599934444,0.08922035513189677,-1.1078437281447195,-1.1078438243845423,-1.1078437222770268
0.02499785552196782,0.016921581423696035,0.9580805630543362,-1.3599975481236706,-1.3599975273742748,-1.3599975391914914
0.5280457226088736,0.155484500036676,0.3164697773544505,-1.4024803184251617,-1.402480297978965,-1.4024802949361879
0.21104245783411676,0.042674891652378595,0.7462826505135046,-1.35132656052955,-1.3513275187286957,-1.351327081193779
0.44345031020869086,0.3469318449261462,0.20961784486516283,-1.7705492876959232,-1.7705492738306357,-1.7705491616468632
0.4967333771246288,0.4039654456426418,0.09930117723272934,-2.0,-2.0,-2.0
0.06026155584639884,0.5079030616658875,0.4318353824877135,-1.77620028223427,-1.7762002904382577,-1.7762002906047683
0.6243213339985835,0.16153129337732378,0.21414737262409278,-1.3925771408729979,-1.3925770063762732,-1.392577059651249
0.4009973816523816,0.039649593200465356,0.5593530251471531,-1.3117026899262068,-1.3117025213433207,-1.3117023131075065
0.9124461495795428,0.038421446542723094,0.04913240387773408,2.0,2.0,2.0
0.05319975458170712,0.36150743000980123,0.5852928154084917,-1.5939261728755618,-1.5939261786460137,-1.5939261811008072
0.43343916918167874,0.3691127921767531,0.19744803864156807,-1.8310690920423722,-1.8310691122457907,-1.8310690990720595
0.6589300006555318,0.17706291801012677,0.16400708133434155,-1.419341623293759,-1.4193416191447,-1.4193416103814225
0.21333314139573448,0.19446955510643402,0.5921973034978315,-1.4606034470930673,-1.46060336704281,-1.4606033970727668
0.36013600509619864,0.38510560503310726,0.2547583898706942,-1.7809523869591828,-1.7809523889309358,-1.7809523956736473
0.28340505443722713,0.3163442541193818,0.40025069144339126,-1.6014456099867544,-1.6014456099684082,-1.6014456102053354
0.07544274050264783,0.11804190873309324,0.8065153507642588,-1.4108028197046265,-1.4108028119886296,-1.410802816446307
0.7751093083473183,0.07057704545167225,0.1543136462010096,-1.0783935948342214,-1.0783928939014304,-1.0783931887189941
0.27941845602842835,0.6869446356879054,0.03363690828366624,-2.0,-2.0,-2.0
0.23675153853310785,0.026209959814914068,0.7370385016519782,-1.337055624416988,-1.3370553159683163,-1.3370556265076248
0.5656523118356022,0.4202069022134809,0.014140785950916848,-2.0,-2.0,-2.0
0.6017340318890725,0.10769982296604536,0.2905661451448822,-1.3118688815335986,-1.3118688288657125,-1.3118689006189945
0.43327514002329004,0.03486384585050803,0.531861014126202,-1.2985978473680027,-1.2985979610112748,-1.298597971674771
0.21871670464191317,0.39866310177936354,0.38262019357872323,-1.6979166960547296,-1.6979166851862477,-1.6979167000070157
0.4947475295965449,0.12916153758053955,0.37609093282291567,-1.3744673930979525,-1.3744673833178656,-1.3744673819779203
0.7144233859067881,0.13891749840729758,0.14665911568591436,-1.2952553302255891,-1.295255383652457,-1.2952553793943384
0.435764798853801,0.43461082256472033,0.12962437858147868,-2.0,-2.0,-2.0
0.4688882775607302,0.38712587445291124,0.14398584798635852,-2.0,-2.0,-2.0
0.4370325495938453,0.24299540154529026,0.31997204886086444,-1.53332683995943,-1.5333268481546685,-1.5333268384823622
0.04667655757780268,0.6861798287454252,0.2671436136767723,-2.0,-2.0,-2.0
0.5791568691684443,0.42039055475442855,0.0004525760771271285,-2.0,-2.0,-2.0
0.727782733000367,0.09913260486487141,0.17308466213476162,-1.1990625642456487,-1.1990626490788294,-1.1990627139583776
0.6279993126272938,0.04203267578965671,0.3299680115830494,-1.2124121574203615,-1.212412088538793,-1.2124122618617563
0.044686596148471605,0.495049044455607,0.4602643593959214,-1.7474463037399839,-1.7474462977779635,-1.747446300896539
0.13265190579151764,0.6649248908354521,0.20242320337303019,-2.0,-2.0,-2.0
0.8832278731500983,0.07007328450468443,0.04669884234521732,2.0,2.0,2.0
0.6080688227222244,0.3231859280560759,0.06874524922169994,-2.0,-2.0,-2.0
0.15769069351314527,0.08488147899314596,0.7574278274937087,-1.38412235829231,-1.3841222304340755,-1.384122161980777
0.3789559040106747,0.5937318144114203,0.02731228157790496,-2.0,-2.0,-2.0
0.2558330398623936,0.3927538445264727,0.35141311561113375,-1.7099207416355877,-1.709920742659816,-1.7099207552591096
0.042644030265601825,0.12714212554703755,0.8302138441873608,-1.4179427686368282,-1.4179427687010595,-1.4179427817716426
0.40996800492794533,0.08893757821038993,0.5010944168616646,-1.3510572464930475,-1.3510572482796515,-1.3510572426847858
0.011337088924334498,0.5119829632254155,0.47667994785024986,-1.752873256949047,-1.75287330298014,-1.7528733191949548
0.4658359524783155,0.43694707923258924,0.09721696828909525,-2.0,-2.0,-2.0
0.019931966535775204,0.5837669058775491,0.39630112758667574,-1.8761085142163167,-1.8761085096650316,-1.8761085181615689
0.4472320778222162,0.495221163153597,0.057546759024186836,-2.0,-2.0,-2.0
0.13976617417359724,0.7019484662753345,0.15828535955106834,-2.0,-2.0,-2.0
0.3123042209760334,0.10002964635246148,0.587666132671505,-1.3770569431319462,-1.3770569524183742,-1.3770569438876405
0.010803580583542787,0.19245008019624577,0.7967463392202114,-1.4586023979102558,-1.4586022890114339,-1.4586023533615202
0.16630325247993724,0.7960893102721397,0.037607437247923155,-2.0,-2.0,-2.0
0.21557155721627286,0.5951371218453888,0.1892913209383384,-2.0,-2.0,-2.0
0.21941154761284737,0.3486497488717383,0.4319387035154143,-1.624341787201661,-1.6243417927486685,-1.624341734970854
0.11925371505258263,0.8793216199384716,0.0014246650089458095,-2.0,-2.0,-2.0
0.8459957381311748,0.04122386496558924,0.11278039690323603,1.8539558232475266,1.8539558230311757,1.853955760912252
0.0334811434683,0.6186676919922013,0.34785116453949855,-1.966406856564584,-1.9664068325773092,-1.9664068488071311
0.08156075640321017,0.41824402832947494,0.5001952152673148,-1.6632808358007911,-1.663280826370077,-1.6632808054900532
0.19067721084979697,0.7853754205712996,0.023947368578903335,-2.0,-2.0,-2.0
0.5924989270027385,0.2907852568099553,0.11671581618730613,-1.7988340452246805,-1.7988340235391627,-1.7988339775249789
0.12546950483701724,0.0567497580319182,0.8177807371310646,-1.3705135508223423,-1.3705132225898216,-1.3705129965406346
0.4416582063574499,0.11991265990107887,0.43842913374147124,-1.3746564590601569,-1.3746564443289206,-1.3746564420197982
0.1882008422716913,0.559395456859471,0.2524037008688379,-2.0,-2.0,-2.0
0.4050674530720971,0.020834066190294504,0.5740984807376084,-1.2959571102921104,-1.2959571774036627,-1.2959572946404954
0.033838654771190656,0.9395703405714488,0.026591004657360546,-2.0,-2.0,-2.0
0.29102932719354174,0.5810305604860265,0.12794011232043165,-2.0,-2.0,-2.0
0.13777569200427955,0.3251953325858238,0.5370289754098966,-1.5751243736969736,-1.5751243702138402,-1.5751243799551455
0.15037213464785737,0.409130080931655,0.4404977844204876,-1.6794679119041338,-1.6794679313526204,-1.67946791056637
0.010851045617481316,0.08170278482670597,0.9074461695558128,-1.3943947164012458,-1.3943947208417358,-1.3943947348858077
0.22841533848088724,0.5401808242445281,0.2314038372745847,-2.0,-2.0,-2.0
0.6422975021673885,0.20963980747198532,0.14806269036062603,-1.5122477294548486,-1.5122477684600153,-1.5122477628573125
0.3951682951326202,0.4513102509626556,0.15352145390472427,-2.0,-2.0,-2.0
0.13172315444590157,0.8669137511310101,0.001363094423088257,-2.0,-2.0,-2.0
0.5553295656646895,0.3634345991771368,0.08123583515817392,-2.0,-2.0,-2.0
0.3946656157626465,0.22941320059613288,0.37592118364122057,-1.5063007406133175,-1.5063007483223076,-1.5063007404705244
0.6797251565930997,0.2499529824893743,0.07032186091752587,-1.7709932135284407,-1.7709932387133493,-1.770993206818152
0.5001783251521872,0.1913307552268768,0.30849091962093594,-1.4582019256896561,-1.458201883270139,-1.4582018932624428
0.6708362242319593,0.22378437324901343,0.10537940251902704,-1.5837971394826538,-1.583797078016434,-1.5837970567816362
0.408984420769146,0.15414918801736127,0.4368663912134927,-1.4154006250253652,-1.4154006668383343,-1.415400657517247
0.28448443780732713,0.36487878124865025,0.3506367809440226,-1.6777866445385865,-1.6777866516773556,-1.6777866587105967
0.4670560092765729,0.21047323779153407,0.322470752931893,-1.486360670556805,-1.4863606924194153,-1.4863606332095316
0.08876995737269686,0.6958178058663727,0.2154122367609304,-2.0,-2.0,-2.0
0.23595198046105945,0.26656549418619885,0.4974825253527417,-1.530266781407174,-1.5302667957359022,-1.5302667916235797
0.2465242346195731,0.053182380538278645,0.7002933848421482,-1.3527786396010948,-1.3527785665554573,-1.3527785780018007
0.35517987323948713,0.45900962072648865,0.18581050603402424,-2.0,-2.0,-2.0
0.8012319414162974,0.13673308823393202,0.06203497034977056,-1.1594339689371378,-1.1594339387557377,-1.1594339704929604
0.24537124622762874,0.5800918659853826,0.17453688778698873,-2.0,-2.0,-2.0
0.42097645725083627,0.3846001737358129,0.1944233690133508,-1.8669266932915545,-1.8669267080670815,-1.8669266743455541
0.2360825857633917,0.7387802201215536,0.025137194115054655,-2.0,-2.0,-2.0
0.08098767777810256,0.4125496475884589,0.5064626746334387,-1.656250554737895,-1.6562505501888227,-1.6562505635927418
0.6619541175891441,0.13078270247882606,0.20726317993202972,-1.316917720587098,-1.3169177562782903,-1.3169176944472243
0.36106675882319217,0.40095422592924435,0.2379790152475636,-1.8269008402332378,-1.8269008228305792,-1.8269008591785525
0.4045555595122654,0.5632635107810257,0.03218092970670883,-2.0,-2.0,-2.0
0.08809241595935166,0.7966518102345382,0.11525577380611025,-2.0,-2.0,-2.0
0.26440904103688095,0.3834575382728661,0.35213342069025305,-1.6986790493643962,-1.6986790418356303,-1.6986790585004419
0.739738607266715,0.20649944597095307,0.05376194676233185,-1.558118407306698,-1.5581184060638882,-1.5581183783551928
0.3620445921288383,0.46275614457788716,0.1751992632932746,-2.0,-2.0,-2.0
0.0634840951083003,0.5371754531606868,0.39934045173101296,-1.8278781022030863,-1.827878076713199,-1.8278780856192012
0.26920907685039225,0.5449545746658508,0.18583634848375702,-2.0,-2.0,-2.0
0.01058903899312637,0.03000661439125014,0.9594043466156233,-1.3679041837675012,-1.3679041626204806,-1.3679041811508612
0.045592646816453294,0.7225964338234,0.2318109193601466,-2.0,-2.0,-2.0
0.7310380771382705,0.05924037675513492,0.20972154610659458,-1.1305399892482142,-1.1305399494496393,-1.130539688486815
0.28553944515147484,0.44607537499900224,0.26838517984952287,-1.855318771783041,-1.8553187354624894,-1.8553187151926562
0.45901192813036806,0.5195576927954462,0.02143037907418565,-2.0,-2.0,-2.0
0.2599123877794222,0.09253650099048918,0.6475511112300885,-1.3781375093359178,-1.3781370958212997,-1.378137282673896
0.1037230682367384,0.45692036429581034,0.43935656746745133,-1.7246696886211397,-1.7246696927598288,-1.7246696843028828
0.5389145301966631,0.03662690895626337,0.42445856084707345,-1.2597202527129314,-1.2597202588959757,-1.259720204810903
0.22626544984051009,0.7035589295704985,0.07017562058899138,-2.0,-2.0,-2.0
0.1520378561583993,0.7952483865543449,0.05271375728725579,-2.0,-2.0,-2.0
0.3124484599757737,0.0861295384816907,0.6014220015425357,-1.3661822815906135,-1.3661824875066761,-1.3661824755469283
0.016128723824006232,0.6409120043538801,0.34295927182211383,-1.997909480896332,-1.9979094790522822,-1.9979094748173873
0.2846114188073887,0.25972645169529823,0.45566212949731305,-1.5294813203437136,-1.5294812655326406,-1.5294812923349215
0.20102676909098657,0.5912449489723649,0.2077282819366486,-2.0,-2.0,-2.0
0.3255721942704724,0.6672490806760403,0.007178725053487285,-2.0,-2.0,-2.0
0.23867971159103926,0.5825819430208884,0.1787383453880724,-2.0,-2.0,-2.0
0.7067032367264725,0.006267022794772126,0.28702974047875535,1.537594108072228,1.5375940975887727,1.5375940870221296
0.5614686253696622,0.16384368560607546,0.27468768902426227,-1.4098702680763637,-1.4098702596215826,-1.409870264598361
0.7917207418493104,0.13195297723613886,0.07632628091455074,-1.1674257817016862,-1.1674256884659084,-1.1674258589457014
0.5946436162887837,0.390471908389631,0.014884475321585114,-2.0,-2.0,-2.0
0.3952456270557595,0.5971721433681592,0.007582229576081292,-2.0,-2.0,-2.0
0.21256153549739198,0.2679556365743946,0.5194828279282134,-1.5286605077443924,-1.5286605685989616,-1.528660513093674
0.4404916844802104,0.39596825911536204,0.1635400564044277,-1.9617363935302032,-1.9617364071753562,-1.9617364001603506
0.10281462219512032,0.6618688314979727,0.23531654630690702,-2.0,-2.0,-2.0
0.32105258875551235,0.5179589737562478,0.1609884374882398,-2.0,-2.0,-2.0
0.29287375672334476,0.2522061174343138,0.4549201258423413,-1.5219400307748217,-1.5219400214012433,-1.521939992425538
0.4919274807689086,0.19667033938103612,0.3114021798500553,-1.466384243125594,-1.4663842145015495,-1.466384226150889
0.051918783068887434,0.38651304253645924,0.5615681743946533,-1.6186198846994566,-1.6186198608766906,-1.6186198803249583
0.445484243078963,0.2136117926589646,0.3409039642620724,-1.489270211873839,-1.4892702202243535,-1.4892702201608747
0.4742734459433349,0.16602628583709292,0.3597002682195721,-1.4234984222635503,-1.4234984419318262,-1.423498442512013
0.5165599343673861,0.2348792811993006,0.24856078443331328,-1.5381308395010085,-1.5381308260424953,-1.5381308211198546
0.2713479413140842,0.15319466602351084,0.5754573926624049,-1.4243823832000782,-1.4243824339480227,-1.4243824611214333
0.2389190729205329,0.7411142518867746,0.01996667519269239,-2.0,-2.0,-2.0
0.04856058577901832,0.1403170493561658,0.8111223648648158,-1.4255659127874574,-1.4255659423748706,-1.4255659028582588
0.03379079564480052,0.5004660566973402,0.4657431476578592,-1.7490980714908286,-1.7490980637996456,-1.7490980759705992
0.3516565793398712,0.20432983401534419,0.44401358664478463,-1.4723366525701325,-1.4723366122418435,-1.4723366033113259
0.10900140266334087,0.2801381943456546,0.6108604029910044,-1.5280795946597214,-1.5280796118829827,-1.528079585623999
0.487402501312627,0.30609178968490003,0.2065057090024729,-1.6960697539237082,-1.6960697383159362,-1.696069726640371
0.22284574967302503,0.34016459610181904,0.4369896542251558,-1.6142349066922361,-1.6142348877084645,-1.6142348891295455
0.4114184929452513,0.545469491730225,0.0431120153245237,-2.0,-2.0,-2.0
0.5708381080645955,0.02318373316345623,0.4059781587719483,-1.2297546069115934,-1.2297545996031933,-1.2297544944939758
0.02488627832348558,0.5802437609835555,0.3948699606929591,-1.8740065102654206,-1.8740065432405473,-1.8740065036401583
0.6539451548668183,0.3322811774750501,0.013773667658131766,-2.0,-2.0,-2.0
0.07690872631679938,0.14587816407587073,0.7772131096073299,-1.4279285317628814,-1.4279285043501369,-1.427928526377837
0.7308156158245757,0.17848337879215778,0.09070100538326654,-1.4023542511972522,-1.4023542600193624,-1.402354204237044
